id (N) (P),profit_margin (N),tax (N),phone_number (T),table_1_id (N)
326160,8594,41153,Movie across.,173806
84145,12264,19917,Boy across line of.,226564
409849,40016,11365,There top prevent.,132679
364537,12729,15104,Sure pretty letter.,64218
172706,11093,28250,Study either think.,208743
15558,8249,33413,Food action program.,474601
66826,48122,40369,Involve manager.,271508
434140,18719,26244,Both game situation.,439205
277329,14824,12354,Degree third.,353223
252261,20920,47986,Bag person.,474164
20583,10473,2925,Other body nothing.,188005
326629,9061,46181,Brother building.,350601
121608,3604,13585,Almost summer maybe.,128120
82970,1679,30657,Treatment be focus.,6220
97629,47887,15821,Writer across argue.,71258
200666,30330,38396,Power popular put.,481505
137689,47302,27665,Environment catch.,435091
79086,23262,3919,One instead window.,274055
128738,41093,616,Nice military.,473722
92858,4720,19678,Property realize.,111338
166003,27458,3942,Cause trial we.,123792
151583,13842,13085,Note situation.,249626
133671,25586,45995,Break more choose.,157755
182148,14844,28157,Positive left.,380693
21481,33192,28091,Training city our.,212334
3902,38371,29865,Beautiful model.,340332
212536,33640,32691,Investment teach.,140858
16340,22302,31388,Especially attorney.,62851
277111,48677,18369,In laugh inside.,350828
229548,21034,8260,Trade help spring.,201479
491147,29482,3116,Live throughout.,492431
295595,19041,42506,Design job around.,135432
359425,44246,29418,Follow appear.,114056
328206,34945,7860,Light city brother.,349207
190526,1084,35053,Mention team study.,399768
499579,30257,2235,End support site.,433013
67483,33904,42836,Training I job.,301216
413769,33162,21048,Stand agent truth.,457948
288311,3493,29178,Nearly performance.,258472
463281,2076,20586,Tax deal child ball.,425972
425985,37087,4469,Remain five without.,316513
104621,16539,34468,Medical society.,185775
446137,5259,45712,Control understand.,446822
200171,9037,45463,Account share.,370086
200259,1825,47770,Fill future.,172611
257017,45692,32245,Grow him receive.,194858
435127,47422,30920,Official message.,64247
169508,35487,22051,Approach industry.,147099
68984,9141,35882,Wear take page.,360007
119841,37331,48456,Skill hold live to.,385326
196873,40499,11473,Line morning agree.,196701
372792,35767,33840,Throw room nation.,70559
100064,12278,34969,I heavy method.,339747
54337,12150,24867,Fire risk yeah.,460228
354594,6893,27441,Project new how.,289663
456476,14863,13849,Recent likely.,319265
379026,45294,45340,Speak wide truth.,454495
165850,49081,28527,Particularly.,48130
333904,4159,40802,Threat government.,299379
349750,28817,33997,Detail piece use if.,126235
450762,20273,38015,Chance citizen.,296167
430819,40337,30610,Social hope.,453497
214395,27826,30693,Example candidate.,478931
212406,28197,36822,Floor sport.,178241
407466,6076,41938,Try spring.,430613
99546,49274,31811,Look since hand.,390567
125048,49663,1835,East north amount.,303153
395619,25489,48024,Know special sign.,378578
180324,25807,15017,Open hand poor art.,268777
53087,21630,49317,Whom agency gun box.,263231
209586,21561,14318,Difference your.,86067
260646,30835,49295,Modern service safe.,313130
197359,29939,46916,Sure first trade.,478586
342363,17837,41731,Attorney clearly.,259711
38077,28172,28644,Likely culture.,346592
320425,29853,38125,Oil available site.,306595
16066,38745,23272,With raise assume.,95313
113614,14897,38314,Official benefit.,194186
25760,37499,26058,He hundred protect.,64773
297623,47404,4722,Investment success.,14313
115885,21374,22446,Manage thank want.,489427
478904,42753,48250,Place continue in.,128639
357390,38348,48552,Anyone myself can.,450905
329286,2906,4213,Type value indicate.,67889
95092,31903,25737,Attorney order.,452450
225568,21038,29220,Growth position.,166348
458791,37640,559,Customer center.,367349
99574,4943,49760,Teacher appear run.,8907
191259,17142,31496,Involve heavy there.,6282
64669,24792,47566,Player these rule.,83570
174083,47318,29680,Shoulder personal.,108662
192016,27108,40614,Recently these.,159700
158842,41984,31806,Student what up.,434533
119743,8436,35660,Majority return.,488522
169710,42758,8976,Little his center.,383782
249849,21654,25427,Issue pass fish.,316936
201624,2955,571,Price magazine.,400067
276883,34891,11388,Life take at style.,357176
155410,30745,30891,Fund develop glass.,255473
210329,36675,2249,Population century.,233874
38156,44103,18091,Defense.,433332
88010,38813,28762,Ever body listen.,49306
216516,4199,8285,Nor fly hard store.,392295
83677,18110,24900,Method great blue.,218539
29967,37121,21533,Address discuss.,360972
439021,6985,17721,Almost stuff sort.,101637
370737,37203,25176,We election beyond.,125883
113719,3068,4605,Try trade nor owner.,155949
137910,15893,34070,White difference.,70042
419051,3378,45748,Consider attack.,94510
111826,8424,22857,Surface authority.,353893
336004,8735,37839,Walk condition.,224764
275698,33346,3238,Executive take.,317017
427590,16819,46796,Skill result nature.,246189
499421,29922,10529,Establish or whole.,128055
119026,8851,80,Executive official.,215768
319213,8437,27436,Guess check.,45741
23684,43585,11805,Office may teach.,271456
415828,34560,18007,Increase machine.,284608
445721,49262,49234,Article mean class.,395445
314059,43568,4931,Full probably teach.,300279
40196,1712,29438,Better begin.,485208
107596,14592,17593,Home happy manage.,313334
221378,42924,49148,Left foot happen.,389129
9450,31934,9696,Tend month really.,427933
108982,40404,42362,Clearly step else.,76387
413172,24542,43193,Dream standard.,150177
147413,9713,13319,Call thank buy.,170904
430093,16640,17504,Area body charge.,334973
99017,28297,25490,Few outside exist.,63422
124536,27509,49666,Nor my when general.,177152
458437,41761,41859,Wife develop avoid.,429401
16401,41306,134,Least among.,484001
372398,41351,33605,Foreign beautiful.,154232
5135,39907,47711,Son quality health.,82985
154798,11894,9960,Owner.,376259
121243,23286,23066,Than challenge tree.,41207
147165,33282,11384,Save prevent.,299915
416500,42098,1519,Hour this ground.,284075
149581,5530,35507,Only according.,338387
288236,46476,46750,Here little another.,478352
450399,49173,38690,Political course.,199875
54999,30405,30363,Run before radio.,240906
445176,33695,46193,Enjoy include never.,89510
89281,37627,44830,Or low.,99334
393101,44284,20943,Lay hot a unit save.,280574
181701,43579,9225,Sometimes condition.,66436
473043,21352,39938,Glass cultural mean.,92039
82697,44252,42732,Financial card.,140076
374988,19088,1917,Adult deep cost.,288450
365626,32905,28242,Work person mention.,271216
187076,4463,26910,As president word.,254732
3294,11298,38044,More lawyer north.,42906
128160,15081,38472,Peace seat star.,202525
496084,27564,40079,Actually right tell.,255617
298053,26098,33211,Bad throw away just.,202498
456512,28383,3357,Building dog draw.,12475
143853,31719,48232,Late mouth remember.,1514
81448,26884,29373,System but born.,279853
139159,7742,49954,Back along leader.,402047
371807,6764,3544,Activity beyond.,350895
158387,35908,41928,Within business.,374874
406411,46904,26016,Mr although.,460749
176657,8519,12213,Perhaps during food.,96119
335017,102,41990,Pick can ten move.,33195
365330,27988,5118,Impact young.,301030
85138,46782,17287,Pay fund everyone.,202838
135073,5834,41267,Story eye Mrs in.,375740
229622,19479,33948,Picture cover thank.,214316
88724,3440,13264,Usually yard speech.,81429
96619,7567,35897,Blue head either.,182080
80821,3060,48883,Author happen part.,322810
398255,2842,37456,Include stock onto.,492349
237908,34616,38624,Performance section.,406451
248256,33706,6199,Discussion major.,107768
38475,38117,36876,State within war.,421472
104624,34828,44243,We past investment.,10567
148848,41012,42105,Wonder writer PM.,150440
357200,6322,9271,Dream picture.,68445
411025,47481,46626,From strategy.,28505
243801,8908,33421,Rock herself.,188682
416273,3562,48469,First red book.,206039
77754,25012,14591,Foot scene above.,180822
333612,15886,33330,Professor office.,353149
300912,45533,10779,Positive doctor and.,105758
136373,11635,6335,Significant must.,217914
274934,37926,1788,Born most pick.,256509
402820,24691,21579,Society economic.,230965
417282,28772,29507,Family wide happy.,351987
50181,43783,48029,Run social radio.,262484
313625,38198,1667,Although just bank.,203656
46765,26096,23451,Avoid scientist Mr.,26983
441559,43555,39877,Rate personal well.,204392
56398,16267,238,Box skin begin.,146993
83935,19959,14176,Their until wait.,404104
171871,46402,42895,Toward beyond hour.,301536
260067,13898,34383,Community magazine.,195888
100110,32722,44361,Want generation.,468520
341109,15848,16263,Financial determine.,194495
284395,45875,6013,Often nothing end.,94612
167158,30076,12765,Blue Republican.,457744
379786,3192,18152,Sit run thought.,186203
453086,10613,14878,Third brother.,98327
130953,25087,24093,Doctor improve.,31142
493640,31145,17296,Kid have own fall.,168567
219738,37984,44377,Well away just.,33908
388185,9321,48957,According left.,315700
4274,22546,3535,Serve alone.,493606
210381,21736,40630,Mother production.,25787
63632,8462,40183,Discuss north.,347470
194441,46715,6467,Hot treat bed.,246552
134794,46384,47651,Want paper common.,260969
463778,6207,41403,Front ground.,71360
191353,5712,30562,At western top.,7839
358937,47847,12498,Traditional some.,83397
270151,26737,18096,Could deal however.,139465
92262,610,39899,Light report.,4695
419135,40008,26370,Ahead order laugh.,120509
23059,47841,20624,Player light phone.,447234
292189,44456,24047,Plan air six two.,84051
53831,49734,26663,Church whose.,433540
2181,24000,10180,Company if.,435775
269019,10570,2728,Law deep threat red.,278771
252173,35736,9446,Spend cold usually.,458719
300748,33402,14661,Economic reality.,425925
392095,47453,20650,Word nor go.,428671
229066,44889,23904,Ground price.,409963
49208,22063,39075,Eat third final.,289308
185490,24771,37763,Likely system.,263968
315480,42930,15093,Wife police trip.,94221
472062,7224,42531,Send wish sometimes.,336463
379987,35817,45865,Former particularly.,342689
135611,45025,41168,Data building.,65717
315867,4967,388,Person yes.,139268
238303,47597,38124,Reveal official.,72388
450210,44888,16274,Type sometimes own.,13781
173891,23012,47728,Plan similar.,232186
470522,30311,12542,Partner issue.,465388
69573,1917,1120,Her media prevent.,126889
1602,1664,40014,Finish group look.,269005
231043,44582,33837,Color knowledge be.,235727
210934,630,36823,Available politics.,35441
195188,37477,47955,Hundred control.,478216
66574,1080,1519,Recently challenge.,260078
462944,2548,20528,Consider science ok.,463861
268601,14607,19853,Specific long shake.,269955
217657,33468,37753,Six free today.,62907
445027,8217,21951,Me its film career.,417099
402029,42791,13909,Bar Congress.,458862
144680,19887,12193,Happy painting.,203059
136576,9065,33669,Phone whole dream.,488725
125340,45384,14923,Low make somebody.,31207
47202,23473,5308,Account every plan.,448044
418529,47624,4269,Medical attack call.,206738
146531,34613,30830,Sometimes scene.,68173
31661,35027,4051,About employee.,105556
350493,17457,6647,World care test.,315277
359792,34562,2146,Seven guy not.,136850
373441,7369,41001,Whose everybody.,264832
57191,217,41250,East imagine.,95953
151880,49393,37921,Suggest often.,249686
275020,915,37911,Minute tough.,458963
68529,42724,17343,Figure available.,438480
393747,7801,3237,Center police fish.,140650
137465,43478,34090,Nature trial fast.,79632
181009,49912,31337,Really want.,453724
375124,17146,22670,Training agreement.,62577
159534,39942,9694,Fast gas big attack.,491218
98476,3883,30594,Its product quite.,279679
472026,20302,25433,Republican.,81521
209870,38967,9824,Old can forget buy.,368623
141821,5287,22373,Significant onto.,345856
40299,45796,13441,Voice first lawyer.,66818
174219,42675,41444,Keep too officer.,390207
59173,27463,17731,Power national.,133372
138302,34673,10349,Finish side someone.,52668
215119,4219,46334,Conference pressure.,33352
476972,8037,12051,In fall understand.,140852
274457,14856,24158,Remain population.,208114
73053,46604,47608,Condition road real.,250268
385738,46059,24961,Outside record soon.,344022
112940,6903,39799,Method bar off do.,35418
28097,36490,35281,Development party.,480185
344141,19167,21088,Example onto team.,497845
239614,24397,16724,Decade modern.,332710
213807,14029,29140,Draw well.,499971
80073,43545,5564,Still feel product.,385326
44258,36775,17730,Drop save policy.,283202
469778,22104,40578,Appear nature rich.,105864
439022,9790,9025,Only at simple at.,366483
300704,48795,23664,Beat ask today.,49020
62688,481,47574,Structure time.,248727
75584,47350,43094,Help control.,348123
331575,33005,38448,Ability once.,43669
427580,27491,12056,Toward term easy.,81641
236793,38140,48372,Democrat movement.,145353
218417,41684,47584,Summer other rate.,288576
465370,45322,43769,Possible art summer.,344851
148531,16125,40724,Throughout trip sit.,338161
27520,620,39071,Bit plan impact.,428079
262444,44280,46089,Others population.,452806
3563,41852,41448,Offer gun idea.,206240
211195,37829,16770,Who data second.,477881
151283,44258,33097,Look position she.,99102
364382,28896,3981,Case open seven.,338868
128972,20351,21866,Care watch book.,91076
242776,35173,43005,Sea news bag fast.,233149
286171,5662,21604,Peace voice take.,402657
185926,2667,33316,Just might federal.,65059
156808,2103,42659,Thus power worker.,86507
345686,29274,31048,Language hope.,105014
96192,24460,30049,Left shoulder.,416341
207746,22627,38020,PM build political.,213645
383519,46898,30855,Main play say state.,271558
76523,40351,32531,Mind business wrong.,439237
345594,14340,26661,Make strong other.,346336
2017,44657,17834,Lose deep red.,347312
416218,45912,48198,Coach interesting.,432388
326274,21320,39144,Pick point white.,373189
325364,12157,17451,Call effort tend.,343068
250825,5185,31522,PM beautiful.,272049
97911,27682,43567,Religious bill real.,69843
